,DisNo.,Historic,Classification Key,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,State,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update,Season
357,2015-0138-USA,No,nat-met-sto-tor,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Fairdale area (DeKalb district, Illinois province), Rochelle town (Ogle district, Illinois province), Missouri, North Carolina, Indiana, Ohio, Kentucky, Texas, Iowa, Arkansas, Michigan, West Virginia, Wisconsin, Pennsylvania, Oklahoma, Kansas, Tennessee provinces",Oklahoma,,Flood|Hail,No,0,0,,,Kph,,,,2015,4,7.0,2015,4.0,10.0,3.0,12.0,,,12.0,,,990000.0,1272713.0,1400000.0,1799797.0,77.78656765992335,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3262,""adm1_name"":""West Virginia""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""},{""adm2_code"":29292,""adm2_name"":""DeKalb""},{""adm2_code"":29343,""adm2_name"":""Ogle""}]",2015-04-14,2023-09-25,Spring
358,2015-0155-USA,No,nat-met-sto-tor,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Texas, Louisiana, Alabama, Mississippi, Kentucky, Georgia, Florida provinces",Mississippi,,Flood|Hail,No,0,0,,,Kph,,,,2015,4,24.0,2015,4.0,28.0,4.0,12.0,,,12.0,,,800000.0,1028455.0,950000.0,1221291.0,77.78656765992335,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2015-05-19,2023-09-25,Spring
358,2015-0155-USA,No,nat-met-sto-tor,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Texas, Louisiana, Alabama, Mississippi, Kentucky, Georgia, Florida provinces",Texas,,Flood|Hail,No,0,0,,,Kph,,,,2015,4,24.0,2015,4.0,28.0,4.0,12.0,,,12.0,,,800000.0,1028455.0,950000.0,1221291.0,77.78656765992335,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2015-05-19,2023-09-25,Spring
358,2015-0155-USA,No,nat-met-sto-tor,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Texas, Louisiana, Alabama, Mississippi, Kentucky, Georgia, Florida provinces",Louisiana,,Flood|Hail,No,0,0,,,Kph,,,,2015,4,24.0,2015,4.0,28.0,4.0,12.0,,,12.0,,,800000.0,1028455.0,950000.0,1221291.0,77.78656765992335,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2015-05-19,2023-09-25,Spring
359,2015-0177-USA,No,nat-met-sto-tor,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Nashville town (Howard district, Arkansas province); Van town (Van Zandt district, Texas province), Delmond town (Douglas district, South Dakota province), Colorado, Oklahoma, Kansas, Iowa provinces",Arkansas,,,No,0,0,,,Kph,,,,2015,5,6.0,2015,5.0,13.0,6.0,,,,,,,,,1000000.0,1285569.0,77.78656765992335,"[{""adm1_code"":3219,""adm1_name"":""Colorado""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm2_code"":28820,""adm2_name"":""Howard""},{""adm2_code"":31059,""adm2_name"":""Douglas""},{""adm2_code"":31433,""adm2_name"":""Van Zandt""}]",2015-05-21,2023-09-25,Spring
359,2015-0177-USA,No,nat-met-sto-tor,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Nashville town (Howard district, Arkansas province); Van town (Van Zandt district, Texas province), Delmond town (Douglas district, South Dakota province), Colorado, Oklahoma, Kansas, Iowa provinces",Texas,,,No,0,0,,,Kph,,,,2015,5,6.0,2015,5.0,13.0,6.0,,,,,,,,,1000000.0,1285569.0,77.78656765992335,"[{""adm1_code"":3219,""adm1_name"":""Colorado""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm2_code"":28820,""adm2_name"":""Howard""},{""adm2_code"":31059,""adm2_name"":""Douglas""},{""adm2_code"":31433,""adm2_name"":""Van Zandt""}]",2015-05-21,2023-09-25,Spring
359,2015-0177-USA,No,nat-met-sto-tor,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Nashville town (Howard district, Arkansas province); Van town (Van Zandt district, Texas province), Delmond town (Douglas district, South Dakota province), Colorado, Oklahoma, Kansas, Iowa provinces",Kansas,,,No,0,0,,,Kph,,,,2015,5,6.0,2015,5.0,13.0,6.0,,,,,,,,,1000000.0,1285569.0,77.78656765992335,"[{""adm1_code"":3219,""adm1_name"":""Colorado""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm2_code"":28820,""adm2_name"":""Howard""},{""adm2_code"":31059,""adm2_name"":""Douglas""},{""adm2_code"":31433,""adm2_name"":""Van Zandt""}]",2015-05-21,2023-09-25,Spring
359,2015-0177-USA,No,nat-met-sto-tor,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Nashville town (Howard district, Arkansas province); Van town (Van Zandt district, Texas province), Delmond town (Douglas district, South Dakota province), Colorado, Oklahoma, Kansas, Iowa provinces",Oklahoma,,,No,0,0,,,Kph,,,,2015,5,6.0,2015,5.0,13.0,6.0,,,,,,,,,1000000.0,1285569.0,77.78656765992335,"[{""adm1_code"":3219,""adm1_name"":""Colorado""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm2_code"":28820,""adm2_name"":""Howard""},{""adm2_code"":31059,""adm2_name"":""Douglas""},{""adm2_code"":31433,""adm2_name"":""Van Zandt""}]",2015-05-21,2023-09-25,Spring
360,2015-0180-USA,No,nat-met-sto-tor,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Kansas, Nebraska, Texas, Oklahoma, Minnesota, Iowa, Wisconsin provinces",Texas,,Flood|Hail,No,0,0,,,Kph,,,,2015,5,3.0,2015,5.0,5.0,1.0,40.0,,,40.0,,,100000.0,128557.0,160000.0,205691.0,77.78656765992335,"[{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3241,""adm1_name"":""Nebraska""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""}]",2015-05-21,2023-09-25,Spring
360,2015-0180-USA,No,nat-met-sto-tor,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Kansas, Nebraska, Texas, Oklahoma, Minnesota, Iowa, Wisconsin provinces",Kansas,,Flood|Hail,No,0,0,,,Kph,,,,2015,5,3.0,2015,5.0,5.0,1.0,40.0,,,40.0,,,100000.0,128557.0,160000.0,205691.0,77.78656765992335,"[{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3241,""adm1_name"":""Nebraska""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""}]",2015-05-21,2023-09-25,Spring
360,2015-0180-USA,No,nat-met-sto-tor,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Kansas, Nebraska, Texas, Oklahoma, Minnesota, Iowa, Wisconsin provinces",Oklahoma,,Flood|Hail,No,0,0,,,Kph,,,,2015,5,3.0,2015,5.0,5.0,1.0,40.0,,,40.0,,,100000.0,128557.0,160000.0,205691.0,77.78656765992335,"[{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3241,""adm1_name"":""Nebraska""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""}]",2015-05-21,2023-09-25,Spring
361,2015-0186-USA,No,nat-hyd-flo-fla,Hydrological,Flood,Flash flood,,,USA,United States of America,Northern America,Americas,"San Marcos area (Hays district, Texas province), Claremore area (Hays district, Oklahoma province)",Oklahoma,Torrential rains,,No,0,0,,,Km2,,,,2015,5,24.0,2015,5.0,24.0,16.0,,12000.0,,12000.0,,,,,,,77.78656765992335,"[{""adm2_code"":30873,""adm2_name"":""Rogers""},{""adm2_code"":31304,""adm2_name"":""Hays""}]",2015-05-29,2023-09-25,Spring
361,2015-0186-USA,No,nat-hyd-flo-fla,Hydrological,Flood,Flash flood,,,USA,United States of America,Northern America,Americas,"San Marcos area (Hays district, Texas province), Claremore area (Hays district, Oklahoma province)",Texas,Torrential rains,,No,0,0,,,Km2,,,,2015,5,24.0,2015,5.0,24.0,16.0,,12000.0,,12000.0,,,,,,,77.78656765992335,"[{""adm2_code"":30873,""adm2_name"":""Rogers""},{""adm2_code"":31304,""adm2_name"":""Hays""}]",2015-05-29,2023-09-25,Spring
362,2015-0211-USA,No,nat-met-sto-lig,Meteorological,Storm,Lightning/Thunderstorms,,,USA,United States of America,Northern America,Americas,"Texas, Oklahoma, Kansas, Nebraska, Missouri, Colorado, Minnesota, South Dakota provinces",Texas,,Flood|Hail,No,0,0,,130.0,Kph,,,,2015,5,6.0,2015,5.0,13.0,4.0,,,,,,,800000.0,1028455.0,1400000.0,1799797.0,77.78656765992335,"[{""adm1_code"":3219,""adm1_name"":""Colorado""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3241,""adm1_name"":""Nebraska""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3255,""adm1_name"":""South Dakota""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2015-06-05,2023-09-25,Spring
362,2015-0211-USA,No,nat-met-sto-lig,Meteorological,Storm,Lightning/Thunderstorms,,,USA,United States of America,Northern America,Americas,"Texas, Oklahoma, Kansas, Nebraska, Missouri, Colorado, Minnesota, South Dakota provinces",Kansas,,Flood|Hail,No,0,0,,130.0,Kph,,,,2015,5,6.0,2015,5.0,13.0,4.0,,,,,,,800000.0,1028455.0,1400000.0,1799797.0,77.78656765992335,"[{""adm1_code"":3219,""adm1_name"":""Colorado""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3241,""adm1_name"":""Nebraska""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3255,""adm1_name"":""South Dakota""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2015-06-05,2023-09-25,Spring
362,2015-0211-USA,No,nat-met-sto-lig,Meteorological,Storm,Lightning/Thunderstorms,,,USA,United States of America,Northern America,Americas,"Texas, Oklahoma, Kansas, Nebraska, Missouri, Colorado, Minnesota, South Dakota provinces",Oklahoma,,Flood|Hail,No,0,0,,130.0,Kph,,,,2015,5,6.0,2015,5.0,13.0,4.0,,,,,,,800000.0,1028455.0,1400000.0,1799797.0,77.78656765992335,"[{""adm1_code"":3219,""adm1_name"":""Colorado""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3241,""adm1_name"":""Nebraska""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3255,""adm1_name"":""South Dakota""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2015-06-05,2023-09-25,Spring
363,2015-0212-USA,No,nat-hyd-flo-fla,Hydrological,Flood,Flash flood,DFO:4252|GLIDE:FL-2015-000060,,USA,United States of America,Northern America,Americas,"Texas, Oklahoma, Colorado, Arkansas, Kansas, Louisiana, Georgia, Ohio, South Carolina",Arkansas,Heavy rain,Lightening,No,0,0,,849464.6,Km2,34.1936,-97.99,,2015,5,23.0,2015,5.0,30.0,32.0,,12000.0,,12000.0,,,1500000.0,1928354.0,2700000.0,3471036.0,77.78656765992335,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3219,""adm1_name"":""Colorado""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2015-06-05,2023-09-25,Spring
363,2015-0212-USA,No,nat-hyd-flo-fla,Hydrological,Flood,Flash flood,DFO:4252|GLIDE:FL-2015-000060,,USA,United States of America,Northern America,Americas,"Texas, Oklahoma, Colorado, Arkansas, Kansas, Louisiana, Georgia, Ohio, South Carolina",Louisiana,Heavy rain,Lightening,No,0,0,,849464.6,Km2,34.1936,-97.99,,2015,5,23.0,2015,5.0,30.0,32.0,,12000.0,,12000.0,,,1500000.0,1928354.0,2700000.0,3471036.0,77.78656765992335,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3219,""adm1_name"":""Colorado""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2015-06-05,2023-09-25,Spring
363,2015-0212-USA,No,nat-hyd-flo-fla,Hydrological,Flood,Flash flood,DFO:4252|GLIDE:FL-2015-000060,,USA,United States of America,Northern America,Americas,"Texas, Oklahoma, Colorado, Arkansas, Kansas, Louisiana, Georgia, Ohio, South Carolina",Texas,Heavy rain,Lightening,No,0,0,,849464.6,Km2,34.1936,-97.99,,2015,5,23.0,2015,5.0,30.0,32.0,,12000.0,,12000.0,,,1500000.0,1928354.0,2700000.0,3471036.0,77.78656765992335,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3219,""adm1_name"":""Colorado""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2015-06-05,2023-09-25,Spring
363,2015-0212-USA,No,nat-hyd-flo-fla,Hydrological,Flood,Flash flood,DFO:4252|GLIDE:FL-2015-000060,,USA,United States of America,Northern America,Americas,"Texas, Oklahoma, Colorado, Arkansas, Kansas, Louisiana, Georgia, Ohio, South Carolina",Kansas,Heavy rain,Lightening,No,0,0,,849464.6,Km2,34.1936,-97.99,,2015,5,23.0,2015,5.0,30.0,32.0,,12000.0,,12000.0,,,1500000.0,1928354.0,2700000.0,3471036.0,77.78656765992335,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3219,""adm1_name"":""Colorado""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2015-06-05,2023-09-25,Spring
363,2015-0212-USA,No,nat-hyd-flo-fla,Hydrological,Flood,Flash flood,DFO:4252|GLIDE:FL-2015-000060,,USA,United States of America,Northern America,Americas,"Texas, Oklahoma, Colorado, Arkansas, Kansas, Louisiana, Georgia, Ohio, South Carolina",Oklahoma,Heavy rain,Lightening,No,0,0,,849464.6,Km2,34.1936,-97.99,,2015,5,23.0,2015,5.0,30.0,32.0,,12000.0,,12000.0,,,1500000.0,1928354.0,2700000.0,3471036.0,77.78656765992335,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3219,""adm1_name"":""Colorado""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2015-06-05,2023-09-25,Spring
373,2015-0488-USA,No,nat-met-sto-lig,Meteorological,Storm,Lightning/Thunderstorms,,,USA,United States of America,Northern America,Americas,"Austin, Houston districts (Texas province), Lousiana province",Texas,,Flood|Hail,No,0,0,,,Kph,,,,2015,10,29.0,2015,11.0,3.0,6.0,,,,,,,200000.0,257114.0,270000.0,347104.0,77.78656765992335,"[{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm2_code"":31207,""adm2_name"":""Austin""},{""adm2_code"":31312,""adm2_name"":""Houston""}]",2015-11-09,2023-09-25,Fall
373,2015-0488-USA,No,nat-met-sto-lig,Meteorological,Storm,Lightning/Thunderstorms,,,USA,United States of America,Northern America,Americas,"Austin, Houston districts (Texas province), Lousiana province",Louisiana,,Flood|Hail,No,0,0,,,Kph,,,,2015,10,29.0,2015,11.0,3.0,6.0,,,,,,,200000.0,257114.0,270000.0,347104.0,77.78656765992335,"[{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm2_code"":31207,""adm2_name"":""Austin""},{""adm2_code"":31312,""adm2_name"":""Houston""}]",2015-11-09,2023-09-25,Fall
374,2015-0531-USA,No,nat-met-sto-bli,Meteorological,Storm,Blizzard/Winter storm,,,USA,United States of America,Northern America,Americas,"Texas, Kansas, Oklahoma provinces",Kansas,Heavy rain,Flood,No,0,0,,,Kph,,,,2015,11,25.0,2015,12.0,4.0,18.0,,300.0,,300.0,,,62500.0,80348.0,140000.0,179980.0,77.78656765992335,"[{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2015-12-10,2023-09-25,Fall
374,2015-0531-USA,No,nat-met-sto-bli,Meteorological,Storm,Blizzard/Winter storm,,,USA,United States of America,Northern America,Americas,"Texas, Kansas, Oklahoma provinces",Oklahoma,Heavy rain,Flood,No,0,0,,,Kph,,,,2015,11,25.0,2015,12.0,4.0,18.0,,300.0,,300.0,,,62500.0,80348.0,140000.0,179980.0,77.78656765992335,"[{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2015-12-10,2023-09-25,Fall
374,2015-0531-USA,No,nat-met-sto-bli,Meteorological,Storm,Blizzard/Winter storm,,,USA,United States of America,Northern America,Americas,"Texas, Kansas, Oklahoma provinces",Texas,Heavy rain,Flood,No,0,0,,,Kph,,,,2015,11,25.0,2015,12.0,4.0,18.0,,300.0,,300.0,,,62500.0,80348.0,140000.0,179980.0,77.78656765992335,"[{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2015-12-10,2023-09-25,Fall
375,2015-0558-USA,No,nat-met-sto-tor,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Dallas, Ellis, Collin districts (Texas province), Mississippi, Tennessee, Arkansas, Alabama, Georgia, New Mexico, Missouri, Kentucky, Indiana, Oklahoma, Illinois provinces",Mississippi,,Flood,No,0,1,,,Kph,,,,2015,12,26.0,2015,12.0,30.0,50.0,60.0,,,60.0,,,800000.0,1028455.0,2000000.0,2571138.0,77.78656765992335,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3245,""adm1_name"":""New Mexico""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm2_code"":31242,""adm2_name"":""Collin""},{""adm2_code"":31256,""adm2_name"":""Dallas""},{""adm2_code"":31270,""adm2_name"":""Ellis""}]",2016-01-05,2023-09-25,Winter
375,2015-0558-USA,No,nat-met-sto-tor,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Dallas, Ellis, Collin districts (Texas province), Mississippi, Tennessee, Arkansas, Alabama, Georgia, New Mexico, Missouri, Kentucky, Indiana, Oklahoma, Illinois provinces",Arkansas,,Flood,No,0,1,,,Kph,,,,2015,12,26.0,2015,12.0,30.0,50.0,60.0,,,60.0,,,800000.0,1028455.0,2000000.0,2571138.0,77.78656765992335,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3245,""adm1_name"":""New Mexico""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm2_code"":31242,""adm2_name"":""Collin""},{""adm2_code"":31256,""adm2_name"":""Dallas""},{""adm2_code"":31270,""adm2_name"":""Ellis""}]",2016-01-05,2023-09-25,Winter
375,2015-0558-USA,No,nat-met-sto-tor,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Dallas, Ellis, Collin districts (Texas province), Mississippi, Tennessee, Arkansas, Alabama, Georgia, New Mexico, Missouri, Kentucky, Indiana, Oklahoma, Illinois provinces",Texas,,Flood,No,0,1,,,Kph,,,,2015,12,26.0,2015,12.0,30.0,50.0,60.0,,,60.0,,,800000.0,1028455.0,2000000.0,2571138.0,77.78656765992335,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3245,""adm1_name"":""New Mexico""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm2_code"":31242,""adm2_name"":""Collin""},{""adm2_code"":31256,""adm2_name"":""Dallas""},{""adm2_code"":31270,""adm2_name"":""Ellis""}]",2016-01-05,2023-09-25,Winter
